date,eur001mindex,eur002mindex,eur003mindex,eur006mindex,eur009mindex,eusa1fcurncy,eusa2curncy,eusa3curncy,eusa4curncy,eusa5curncy,eusa6curncy,eusa7curncy,eusa8curncy,eusa9curncy,eusa10curncy,eusa12curncy,eusa15curncy,eusa20curncy,eusa30curncy
Jan.99,3.118999958,3.096999884,3.073999882,3.010999918,2.989000082,2.99000001,3.015000105,3.140000105,3.286999941,3.446000099,3.588999987,3.694000006,3.826999903,3.936000109,4.024000168,4.184000015,4.374000072,4.579999924,4.760000229
Feb.99,3.119999886,3.108999968,3.09800005,3.055000067,3.048000097,3.059999943,3.252500057,3.395999908,3.624000072,3.762000084,3.931499958,4.036499977,4.143000126,4.261000156,4.331500053,4.502999783,4.702499866,4.921999931,5.122000217
Mar.99,2.992000103,2.980000019,2.970999956,2.950000048,2.960999966,2.983999968,3.029999971,3.191999912,3.395999908,3.592000008,3.786000013,3.983999968,4.153999805,4.293000221,4.389999866,4.545000076,4.75,4.959000111,5.150000095
Apr.99,2.568000078,2.576999903,2.582999945,2.604000092,2.663000107,2.785000086,2.835999966,3.005000114,3.256000042,3.457000017,3.651000023,3.869999886,4.046000004,4.191999912,4.30700016,4.47300005,4.686999798,4.922999859,5.103000164
May.99,2.565999985,2.572000027,2.578000069,2.595999956,2.663000107,2.802000046,2.946000099,3.165999889,3.369999886,3.589999914,3.796999931,3.996999979,4.175000191,4.328999996,4.441999912,4.631999969,4.856999874,5.092000008,5.236999989
Jun.99,2.635999918,2.650000095,2.66899991,2.822999954,2.858999968,3.198999882,3.369999886,3.710000038,3.930000067,4.139999866,4.320000172,4.489999771,4.630000114,4.760000229,4.849999905,5.010000229,5.21999979,5.400000095,5.519999981
Jul.99,2.632999897,2.661999941,2.690000057,2.969000101,3.03399992,3.462500095,3.686000109,4.053999901,4.335000038,4.539999962,4.71999979,4.894000053,5.040999889,5.157999992,5.243000031,5.393000126,5.563000202,5.688000202,5.752999783
Aug.99,2.605000019,2.65199995,2.697000027,3.079999924,3.171000004,3.560499907,3.782999992,4.140999794,4.413499832,4.639500141,4.836999893,5.071000099,5.236000061,5.350999832,5.431000233,5.59100008,5.796000004,5.931000233,5.971000195
Sep.99,2.584000111,2.651000023,3.085999966,3.125999928,3.211999893,3.652499914,3.914999962,4.300000191,4.585000038,4.793000221,4.994999886,5.178999901,5.337999821,5.449999809,5.532999992,5.684999943,5.887000084,6.010000229,6.025000095
Oct.99,2.861999989,3.480000019,3.490999937,3.539000034,3.630000114,4.012499809,4.195000172,4.542500019,4.800000191,4.985000134,5.135000229,5.264999866,5.364999771,5.440000057,5.494999886,5.610000134,5.764999866,5.90500021,5.914999962
Nov.99,3.506000042,3.447999954,3.447999954,3.471999884,3.61500001,4.032000065,4.262499809,4.552499771,4.787499905,4.952499866,5.117499828,5.260000229,5.380000114,5.465000153,5.525000095,5.639999866,5.795000076,5.920000076,5.945000172
Dec.99,3.171000004,3.263000011,3.338999987,3.519000053,3.694999933,4.204999924,4.460000038,4.78000021,5.045000076,5.204999924,5.355000019,5.480000019,5.59499979,5.690000057,5.760000229,5.885000229,6.034999847,6.114999771,6.135000229
Jan.00,3.305999994,3.40199995,3.492000103,3.681999922,3.878999949,4.387499809,4.622499943,4.962500095,5.224999905,5.412499905,5.5625,5.692500114,5.802499771,5.889999866,5.949999809,6.059999943,6.162499905,6.222499847,6.21999979
Feb.00,3.457999945,3.546000004,3.634000063,3.822999954,3.999000072,4.46750021,4.684999943,4.985000134,5.204999924,5.375,5.534999847,5.675000191,5.775000095,5.864999771,5.925000191,6.014999866,6.085000038,6.125,6.135000229
Mar.00,3.691999912,3.756999969,3.83100009,4.000999928,4.18900013,4.540500164,4.697500229,4.90749979,5.098999977,5.218999863,5.343999863,5.485000134,5.583000183,5.663000107,5.712999821,5.804999828,5.882999897,5.958000183,5.961999893
Apr.00,3.933000088,4.043000221,4.093999863,4.262000084,4.438000202,4.772500038,4.90500021,5.09499979,5.25,5.369999886,5.494999886,5.586999893,5.671999931,5.731999874,5.771999836,5.856999874,5.947000027,6.006999969,6.001999855
May.00,4.252999783,4.347000122,4.453000069,4.664999962,4.852000237,5.166500092,5.295000076,5.420000076,5.510000229,5.585000038,5.644999981,5.691999912,5.744999886,5.782000065,5.804999828,5.873000145,5.927999973,5.965000153,5.97300005
Jun.00,4.416999817,4.462999821,4.546999931,4.78000021,4.901000023,5.227499962,5.320000172,5.449999809,5.53000021,5.59499979,5.664999962,5.730999947,5.790999889,5.837999821,5.875,5.940999985,6.025000095,6.105000019,6.110000134
Jul.00,4.416999817,4.532000065,4.640999794,4.920000076,5.063000202,5.358500004,5.440000057,5.53000021,5.585000038,5.635000229,5.684999943,5.735000134,5.777999878,5.813000202,5.836999893,5.887000084,5.956999779,6.020999908,6.026000023
Aug.00,4.741000175,4.804999828,4.888000011,5.092000008,5.209000111,5.428500175,5.519999981,5.590000153,5.650000095,5.709000111,5.761499882,5.815999985,5.855999947,5.888000011,5.903999805,5.943999767,6.004000187,6.06400013,6.068999767
Sep.00,4.790999889,4.84800005,4.995999813,5.063000202,5.132999897,5.27850008,5.347499847,5.434999943,5.514999866,5.590000153,5.65500021,5.724999905,5.777999878,5.795000076,5.84499979,5.90500021,5.994999886,6.070000172,6.090000153
Oct.00,4.956999779,5.114999771,5.139999866,5.202000141,5.249000072,5.341499805,5.398799896,5.449999809,5.505000114,5.571499825,5.644999981,5.705999851,5.760000229,5.804999828,5.840000153,5.918000221,6.015999794,6.09100008,6.085999966
Nov.00,5.031000137,5.039000034,5.051000118,5.068999767,5.078999996,5.048500061,5.110000134,5.15500021,5.230000019,5.300000191,5.394999981,5.460999966,5.522999763,5.574999809,5.623000145,5.724999905,5.855000019,5.940000057,5.960000038
Dec.00,4.856999874,4.856999874,4.855000019,4.833000183,4.782999992,4.670499802,4.710000038,4.78000021,4.889999866,5.010000229,5.119999886,5.243999958,5.342999935,5.427999973,5.494999886,5.614999771,5.752500057,5.875,5.90500021
Jan.01,4.789000034,4.769000053,4.743999958,4.627999783,4.559000015,4.541500092,4.60379982,4.704999924,4.789999962,4.894999981,4.998799801,5.106999874,5.197999954,5.274000168,5.336999893,5.453999996,5.597000122,5.742000103,5.787000179
Feb.01,4.808000088,4.788000107,4.770999908,4.638999939,4.548999786,4.579999924,4.605000019,4.690000057,4.78000021,4.863999844,4.967999935,5.088500023,5.175499916,5.243999958,5.306000233,5.425499916,5.558000088,5.705999851,5.768499851
Mar.01,4.697999954,4.605000019,4.56099987,4.423999786,4.350999832,4.310500145,4.372499943,4.474999905,4.590000153,4.706500053,4.826499939,4.949999809,5.046999931,5.131999969,5.203000069,5.327000141,5.486000061,5.645999908,5.721000195
Apr.01,4.822000027,4.815999985,4.802000046,4.741000175,4.710999966,4.802499771,4.855000019,4.90500021,5.019000053,5.117000103,5.214000225,5.281000137,5.362999916,5.430500031,5.477000237,5.597000122,5.736999989,5.881999969,5.943500042
May.01,4.573999882,4.556000233,4.531000137,4.446000099,4.434999943,4.50549984,4.599999905,4.74450016,4.897500038,5.041999817,5.171999931,5.297999859,5.400499821,5.488999844,5.557499886,5.68200016,5.824999809,5.965499878,6.032999992
Jun.01,4.522999763,4.46600008,4.440999985,4.373000145,4.335000038,4.419499874,4.480000019,4.643499851,4.78399992,4.934000015,5.089000225,5.234000206,5.343500137,5.443999767,5.516499996,5.652999878,5.807499886,5.952499866,6.023499966
Jul.01,4.513999939,4.480999947,4.443999767,4.335999966,4.263000011,4.27850008,4.326000214,4.461500168,4.592999935,4.741000175,4.884500027,5.010000229,5.114999771,5.203000069,5.278999805,5.412000179,5.570000172,5.706999779,5.756999969
Aug.01,4.315000057,4.289999962,4.252999783,4.123000145,4.019000053,4.006499767,4.082499981,4.250999928,4.426000118,4.578000069,4.735000134,4.875999928,5.00330019,5.102000237,5.178999901,5.323999882,5.479499817,5.625299931,5.685500145
Sep.01,3.726999998,3.677999973,3.655999899,3.546000004,3.505000114,3.583499908,3.729000092,3.991499901,4.241000175,4.453999996,4.649499893,4.804500103,4.949999809,5.071000099,5.164999962,5.334000111,5.524000168,5.692800045,5.771999836
Oct.01,3.64199996,3.59100008,3.522000074,3.34800005,3.240999937,3.230499983,3.345499992,3.601799965,3.837500095,4.050000191,4.234000206,4.385000229,4.50549984,4.606299877,4.709000111,4.838799953,4.998799801,5.146299839,5.216300011
Nov.01,3.424999952,3.390000105,3.359999895,3.242000103,3.200000048,3.410000086,3.620500088,3.924499989,4.130000114,4.311500072,4.480999947,4.618800163,4.730500221,4.813799858,4.886300087,5.017499924,5.151299953,5.278800011,5.309999943
Dec.01,3.329999924,3.315999985,3.29399991,3.256000042,3.263999939,3.619999886,3.895800114,4.233300209,4.464000225,4.671500206,4.847000122,4.984499931,5.100500107,5.184000015,5.249499798,5.373000145,5.457499981,5.53249979,5.534999847
Jan.02,3.352999926,3.359999895,3.371000051,3.411000013,3.496000051,3.875499964,4.116000175,4.40350008,4.584499836,4.737800121,4.860000134,4.96449995,5.051000118,5.108500004,5.15500021,5.233799934,5.316299915,5.376299858,5.358799934
Feb.02,3.342000008,3.355000019,3.365999937,3.411999941,3.497999907,3.910000086,4.080500126,4.334300041,4.571499825,4.732800007,4.87349987,4.983500004,5.072500229,5.136300087,5.196000099,5.281300068,5.378799915,5.476299763,5.473800182
Mar.02,3.361999989,3.403000116,3.447999954,3.594000101,3.780999899,4.262499809,4.502999783,4.781000137,4.962500095,5.098999977,5.199999809,5.296500206,5.363999844,5.423999786,5.479000092,5.572500229,5.647500038,5.71999979,5.71750021
Apr.02,3.332999945,3.361000061,3.38499999,3.493999958,3.622999907,4.0625,4.276500225,4.563000202,4.766799927,4.926799774,5.057799816,5.159999847,5.241300106,5.308499813,5.358500004,5.449800014,5.547500134,5.627500057,5.626999855
May.02,3.388000011,3.437999964,3.484999895,3.637000084,3.799000025,4.263500214,4.434999943,4.677499771,4.864999771,5.00880003,5.119999886,5.212500095,5.289999962,5.349999905,5.400000095,5.480000019,5.567500114,5.650000095,5.650000095
Jun.02,3.39199996,3.415999889,3.440999985,3.542000055,3.647000074,3.976500034,4.130000114,4.386300087,4.588799953,4.735000134,4.862500191,4.972499847,5.065000057,5.137499809,5.195000172,5.28000021,5.360000134,5.412499905,5.377500057
Jul.02,3.345000029,3.362999916,3.377000093,3.421999931,3.467999935,3.648499966,3.806999922,4.045499802,4.320000172,4.495500088,4.643799782,4.764999866,4.862500191,4.940000057,5.002500057,5.099999905,5.197500229,5.275000095,5.244999886
Aug.02,3.336999893,3.34800005,3.35800004,3.361000061,3.36500001,3.505500078,3.635999918,3.877500057,4.088799953,4.25880003,4.411499977,4.547500134,4.656300068,4.741300106,4.80880022,4.909999847,5.011300087,5.108799934,5.093800068
Sep.02,3.319000006,3.309000015,3.296999931,3.201999903,3.125,3.131500006,3.236500025,3.48300004,3.707499981,3.890000105,4.067500114,4.222499847,4.352499962,4.457499981,4.542500019,4.677499771,4.820000172,4.942500114,4.962500095
Oct.02,3.296999931,3.282999992,3.259000063,3.177000046,3.128999949,3.134500027,3.269999981,3.547499895,3.801300049,4.018300056,4.212299824,4.377500057,4.511499882,4.620999813,4.708000183,4.835000038,4.985000134,5.114999771,5.132500172
Nov.02,3.183000088,3.111999989,3.046999931,2.987999916,2.984999895,3.138000011,3.277800083,3.555999994,3.809999943,4.016799927,4.198800087,4.352000237,4.47879982,4.587800026,4.677800179,4.8197999,4.958000183,5.081299782,5.106800079
Dec.02,2.898000002,2.88499999,2.86500001,2.803999901,2.767999887,2.757499933,2.890000105,3.156500101,3.418499947,3.65199995,3.851999998,4.014500141,4.170499802,4.275499821,4.400000095,4.539000034,4.692500114,4.860000134,4.892499924
Jan.03,2.832999945,2.822999954,2.806999922,2.714999914,2.664000034,2.655499935,2.782999992,3.030999899,3.276000023,3.507999897,3.709000111,3.887000084,4.035999775,4.160999775,4.260000229,4.41779995,4.572999954,4.707300186,4.747000217
Feb.03,2.651000023,2.566999912,2.532999992,2.457999945,2.427000046,2.440000057,2.484999895,2.721299887,2.983799934,3.213000059,3.4375,3.640799999,3.817300081,3.964999914,4.089000225,4.28000021,4.484000206,4.660299778,4.737800121
Mar.03,2.572000027,2.549999952,2.522000074,2.434999943,2.404999971,2.460000038,2.596999884,2.900000095,3.174999952,3.410000086,3.618000031,3.802999973,3.961999893,4.099999905,4.215000153,4.399000168,4.600999832,4.793000221,4.877999783
Apr.03,2.573999882,2.552000046,2.529999971,2.457000017,2.428999901,2.450000048,2.571000099,2.875999928,3.178999901,3.411000013,3.621999979,3.810300112,3.970299959,4.108500004,4.222300053,4.406000137,4.609000206,4.804800034,4.906499863
May.03,2.385999918,2.302999973,2.272000074,2.204999924,2.164000034,2.240999937,2.262500048,2.504499912,2.771500111,3.016000032,3.22149992,3.414499998,3.585500002,3.730499983,3.851000071,4.046299934,4.265500069,4.487500191,4.629000187
Jun.03,2.155999899,2.155999899,2.147000074,2.09100008,2.061000109,2.144999981,2.265000105,2.55250001,2.825000048,3.077800035,3.296499968,3.496999979,3.662499905,3.805000067,3.923000097,4.123000145,4.356500149,4.598499775,4.758500099
Jul.03,2.118000031,2.119999886,2.121000051,2.104000092,2.09800005,2.415999889,2.661499977,2.847500086,3.328999996,3.569999933,3.767999887,3.931999922,4.085000038,4.216499805,4.314499855,4.498799801,4.690999985,4.907000065,5.054500103
Aug.03,2.132999897,2.14199996,2.15199995,2.194999933,2.243000031,2.549999952,2.772500038,3.122499943,3.413000107,3.628000021,3.809000015,3.961999893,4.094299793,4.204299927,4.296000004,4.445000172,4.627500057,4.81099987,4.934000015
Sep.03,2.111000061,2.118999958,2.128000021,2.108999968,2.107000113,2.260999918,2.443500042,2.79399991,3.094000101,3.336999893,3.548000097,3.737499952,3.895499945,4.025000095,4.135000229,4.313799858,4.53399992,4.749000072,4.901000023
Oct.03,2.095000029,2.15899992,2.161000013,2.213000059,2.299000025,2.628999949,2.857300043,3.222800016,3.512799978,3.741300106,3.928999901,4.087800026,4.21999979,4.329299927,4.415800095,4.566999912,4.737500191,4.927499771,5.033800125
Nov.03,2.154000044,2.154000044,2.154000044,2.239000082,2.352999926,2.773999929,3.022500038,3.395499945,3.683500051,3.909499884,4.08949995,4.235000134,4.362500191,4.466499805,4.551499844,4.693500042,4.853499889,5.017499924,5.12349987
Dec.03,2.101000071,2.114000082,2.124000072,2.167999983,2.217000008,2.526000023,2.75999999,3.138000011,3.441999912,3.681999922,3.881000042,4.047999859,4.18900013,4.302000046,4.397999763,4.548999786,4.72300005,4.897999763,5.013999939
Jan.04,2.073999882,2.082999945,2.092999935,2.137000084,2.194999933,2.489000082,2.73300004,3.070499897,3.371000051,3.61529994,3.822000027,3.999500036,4.145999908,4.269499779,4.370999813,4.534999847,4.732800007,4.919499874,5.027500153
Feb.04,2.052999973,2.052000046,2.052000046,2.04399991,2.052000046,2.243000031,2.414999962,2.763499975,3.07949996,3.342000008,3.565500021,3.760499954,3.924999952,4.061999798,4.176000118,4.357500076,4.5625,4.775499821,4.913000107
Mar.04,2.023999929,1.986999989,1.957999945,1.93599999,1.94599998,2.128999949,2.295000076,2.63499999,2.944999933,3.200999975,3.440000057,3.650000095,3.819999933,3.964999914,4.079999924,4.258999825,4.472000122,4.695000172,4.831999779
Apr.04,2.055999994,2.062999964,2.072999954,2.105999947,2.164999962,2.447000027,2.634500027,2.987499952,3.267499924,3.527499914,3.742500067,3.907500029,4.072500229,4.202499866,4.306000233,4.482500076,4.667500019,4.862500191,4.982500076
May.04,2.062999964,2.075000048,2.086999893,2.14199996,2.219000101,2.611000061,2.828999996,3.195499897,3.505000114,3.750999928,3.950000048,4.119999886,4.263500214,4.386000156,4.485499859,4.640999794,4.81799984,5.00549984,5.117000103
Jun.04,2.075000048,2.094000101,2.119999886,2.194999933,2.295000076,2.663000107,2.871000051,3.22300005,3.509000063,3.73300004,3.923000097,4.086999893,4.21999979,4.330999851,4.422999859,4.571000099,4.729000092,4.894999981,4.991000175
Jul.04,2.075999975,2.101000071,2.115999937,2.200999975,2.276000023,2.611000061,2.804500103,3.141499996,3.415499926,3.637500048,3.821000099,4.017499924,4.11950016,4.232500076,4.325500011,4.475500107,4.633500099,4.797500134,4.897500038
Aug.04,2.075999975,2.094000101,2.11500001,2.165999889,2.219000101,2.443000078,2.624000072,2.934999943,3.194999933,3.410000086,3.609999895,3.779999971,3.923000097,4.040999889,4.142000198,4.296000004,4.471000195,4.647999763,4.758999825
Sep.04,2.079999924,2.095999956,2.150000095,2.211999893,2.302000046,2.553999901,2.707499981,2.984999895,3.219500065,3.423000097,3.602999926,3.759799957,3.897500038,4.010499954,4.105999947,4.260499954,4.420499802,4.603499889,4.722499847
Oct.04,2.092000008,2.144000053,2.153000116,2.196000099,2.249000072,2.444999933,2.576499939,2.834000111,3.076299906,3.282500029,3.467299938,3.626499891,3.769000053,3.888499975,3.983999968,4.143000126,4.322500229,4.511000156,4.637800217
Nov.04,2.174000025,2.173000097,2.176000118,2.210000038,2.25,2.407999992,2.520999908,2.767499924,2.976500034,3.16899991,3.343499899,3.499500036,3.637000084,3.752500057,3.861500025,4.013500214,4.186999798,4.367499828,4.490499973
Dec.04,2.128000021,2.14199996,2.154999971,2.214999914,2.280999899,2.49000001,2.617000103,2.825999975,3.003000021,3.157999992,3.306999922,3.443000078,3.563999891,3.665999889,3.753999949,3.894000053,4.054999828,4.236999989,4.359000206
Jan.05,2.107000113,2.128999949,2.14199996,2.183000088,2.227999926,2.420000076,2.55250001,2.750499964,2.916500092,3.063999891,3.20600009,3.325500011,3.441499949,3.539499998,3.618499994,3.747499943,3.888999939,4.046000004,4.131000042
Feb.05,2.104000092,2.115999937,2.135999918,2.194999933,2.256999969,2.523999929,2.657799959,2.890300035,3.087500095,3.245500088,3.385499954,3.511899948,3.628700018,3.727099895,3.805700064,3.9375,4.06799984,4.202000141,4.290999889
Mar.05,2.105000019,2.127000093,2.147000074,2.207000017,2.279000044,2.49000001,2.630500078,2.835599899,3.002500057,3.147200108,3.287199974,3.415999889,3.529500008,3.628499985,3.713000059,3.844500065,3.989000082,4.127500057,4.222000122
Apr.05,2.104000092,2.11500001,2.125999928,2.150000095,2.171999931,2.303999901,2.397000074,2.588999987,2.766000032,2.921999931,3.069000006,3.20600009,3.328000069,3.437000036,3.528000116,3.671000004,3.83100009,3.987999916,4.098999977
May.05,2.105000019,2.11500001,2.127000093,2.138000011,2.154000044,2.213000059,2.295000076,2.460000038,2.599999905,2.775000095,2.934999943,3.025000095,3.154999971,3.275000095,3.381500006,3.529999971,3.700000048,3.875,3.99000001
Jun.05,2.104000092,2.105000019,2.105999947,2.096999884,2.084000111,2.107000113,2.161999941,2.320100069,2.460099936,2.625099897,2.77850008,2.885099888,3.02850008,3.125099897,3.220099926,3.370100021,3.532999992,3.70510006,3.810100079
Jul.05,2.111999989,2.11500001,2.125,2.145999908,2.170000076,2.325000048,2.404599905,2.555999994,2.676500082,2.807499886,2.933500051,3.05250001,3.162499905,3.261499882,3.34649992,3.487499952,3.635999918,3.789000034,3.88499999
Aug.05,2.111999989,2.122999907,2.134000063,2.155999899,2.178999901,2.269000053,2.342000008,2.470999956,2.578500032,2.693500042,2.806499958,2.919500113,3.022500038,3.116499901,3.198499918,3.334500074,3.480999947,3.627500057,3.717000008
Sep.05,2.121999979,2.135999918,2.176000118,2.209000111,2.263000011,2.444999933,2.525000095,2.650000095,2.745199919,2.840500116,2.931499958,3.023499966,3.110500097,3.191999912,3.265000105,3.388999939,3.525000095,3.661999941,3.739000082
Oct.05,2.125,2.223999977,2.263000011,2.378000021,2.470999956,2.693000078,2.797399998,2.923000097,3.032500029,3.127000093,3.214999914,3.29399991,3.371000051,3.444999933,3.50999999,3.618999958,3.736000061,3.851999998,3.930000067
Nov.05,2.388999939,2.430999994,2.47300005,2.596999884,2.693000078,2.887000084,2.952500105,3.043400049,3.134500027,3.218699932,3.29369998,3.365099907,3.432100058,3.497200012,3.556299925,3.65899992,3.774800062,3.884500027,3.951499939
Dec.05,2.401000023,2.434000015,2.487999916,2.637000084,2.750999928,2.957999945,3.027499914,3.117500067,3.167999983,3.214999914,3.263999939,3.305999994,3.35800004,3.403000116,3.447999954,3.532000065,3.632999897,3.730000019,3.775000095
Jan.06,2.387000084,2.48300004,2.546999931,2.697999954,2.809000015,3.035000086,3.144599915,3.259500027,3.33010006,3.393599987,3.448899984,3.501699924,3.55189991,3.600199938,3.645499945,3.724600077,3.814100027,3.912499905,3.960000038
Feb.06,2.588999987,2.622999907,2.664000034,2.782999992,2.894000053,3.139499903,3.219300032,3.316600084,3.385499954,3.441400051,3.491300106,3.53670001,3.581899881,3.622999907,3.664299965,3.736299992,3.820800066,3.90899992,3.951999903
Mar.06,2.647000074,2.740999937,2.815999985,2.984999895,3.122999907,3.424499989,3.525500059,3.638499975,3.713399887,3.77060008,3.819900036,3.86529994,3.909699917,3.951600075,3.98939991,4.059999943,4.138000011,4.212999821,4.25
Apr.06,2.665999889,2.763000011,2.851999998,3.032000065,3.197999954,3.486500025,3.593199968,3.735399961,3.831099987,3.904500008,3.968499899,4.02489996,4.078400135,4.125299931,4.167300224,4.238500118,4.320400238,4.396999836,4.432499886
May.06,2.792000055,2.882999897,2.926000118,3.089999914,3.211999893,3.516499996,3.618900061,3.7421,3.830199957,3.904200077,3.970700026,4.032599926,4.088399887,4.142499924,4.19080019,4.279500008,4.375,4.478499889,4.52850008
Jun.06,2.897000074,2.967000008,3.055999994,3.244999886,3.388000011,3.697999954,3.783200026,3.901200056,3.97939992,4.045000076,4.101099968,4.152800083,4.199399948,4.243599892,4.284900188,4.356599808,4.44080019,4.523499966,4.558499813
Jul.06,3.029999971,3.094000101,3.161000013,3.332999945,3.446000099,3.66899991,3.724999905,3.808199883,3.869699955,3.925199986,3.978800058,4.029500008,4.076499939,4.120500088,4.162000179,4.236999989,4.324999809,4.412000179,4.451000214
Aug.06,3.094000101,3.197999954,3.263999939,3.444999933,3.555000067,3.696000099,3.732000113,3.744999886,3.770400047,3.80189991,3.841500044,3.880300045,3.920599937,3.960500002,3.999500036,4.067500114,4.148499966,4.225500107,4.260499954
Sep.06,3.272000074,3.332000017,3.417000055,3.566999912,3.664000034,3.786000013,3.800499916,3.801500082,3.812000036,3.828000069,3.848999977,3.871500015,3.898499966,3.926500082,3.953999996,4.006000042,4.06799984,4.124000072,4.133500099
Oct.06,3.382999897,3.503999949,3.563999891,3.703999996,3.796000004,3.875499964,3.88499999,3.869199991,3.865999937,3.869199991,3.879499912,3.895299911,3.915299892,3.935400009,3.956399918,3.994400024,4.035399914,4.069399834,4.060400009
Nov.06,3.573999882,3.611999989,3.635999918,3.742000103,3.813999891,3.871500015,3.86500001,3.844799995,3.839600086,3.83859992,3.84649992,3.858099937,3.873800039,3.891499996,3.911499977,3.950500011,3.999500036,4.044499874,4.034500122
